year,occasion,site,food_trt,helm_trt,date,sess,trap,tag,sex,per,nip,preg,test,fate,handler,notes,,,,,,,,,,
2021,4,janakkala,supplement,deworm,8/10/2021,3,G2,226073,F,1,1,0,NA,R,SC,,,,,,,,,,,
2021,4,janakkala,supplement,deworm,8/10/2021,3,I4,226068,M,NA,NA,NA,1,R,SC,,,,,,,,,,,
2021,4,janakkala,supplement,deworm,8/10/2021,3,I1,219982,M,NA,NA,NA,1,R,SC,,,,,,,,,,,
2021,4,janakkala,supplement,deworm,8/10/2021,3,I3,226047,F,1,1,1,NA,R,SC,,,,,,,,,,,
2021,4,janakkala,supplement,deworm,8/10/2021,3,A2,219757,F,0,0,0,NA,R,SC,,,,,,,,,,,
2021,4,janakkala,supplement,deworm,8/10/2021,3,J1,219786,F,1,1,1,NA,R,SC,,,,,,,,,,,
2021,4,janakkala,supplement,deworm,8/10/2021,4,D3,219903,F,1,1,1,NA,R,SC,,,,,,,,,,,
2021,4,janakkala,supplement,deworm,8/10/2021,4,E6,226062,not noted,not noted,not noted,not noted,not noted,R,SC,multicap with new,,,,,,,,,,
2021,4,janakkala,supplement,deworm,8/10/2021,4,J1,219786,not noted,not noted,not noted,not noted,not noted,R,KF,,,,,,,,,,,
2021,4,janakkala,supplement,deworm,8/10/2021,4,J2,219975,not noted,not noted,not noted,not noted,not noted,R,KF,,,,,,,,,,,
2021,4,janakkala,supplement,deworm,8/10/2021,4,K1,219947,not noted,not noted,not noted,not noted,not noted,R,KF,,,,,,,,,,,
2021,4,janakkala,supplement,deworm,8/10/2021,4,K4,219773,F,1,1,1,NA,R,SC,FR 0343 collected,,,,,,,,,,
2021,4,janakkala,supplement,deworm,8/10/2021,4,G1,226154,not noted,not noted,not noted,not noted,not noted,R,JV,,,,,,,,,,,
2021,4,janakkala,supplement,deworm,8/10/2021,4,H1,226073,not noted,not noted,not noted,not noted,not noted,R,JV,,,,,,,,,,,
2021,4,janakkala,supplement,deworm,8/10/2021,4,I3,226047,not noted,not noted,not noted,not noted,not noted,R,JV,,,,,,,,,,,
2021,4,janakkala,supplement,deworm,8/10/2021,4,I1,226088,F,1,1,1,NA,R,JV,multicap with new,,,,,,,,,,
2021,4,janakkala,supplement,deworm,8/10/2021,4,A3,219909,not noted,not noted,not noted,not noted,not noted,R,BN,,,,,,,,,,,
2021,4,janakkala,supplement,deworm,8/10/2021,4,C1,219982,M,NA,NA,NA,1,R,SC,,,,,,,,,,,
2021,4,janakkala,supplement,deworm,8/10/2021,4,A6,219980,M,NA,NA,NA,1,R,SC,,,,,,,,,,,
2021,4,janakkala,supplement,deworm,8/10/2021,4,C6,219929,M,NA,NA,NA,1,R,SC,FR 0361 collected,,,,,,,,,,
2021,4,janakkala,supplement,deworm,8/10/2021,4,A5,219761,F,1,0,0,NA,R,SC,multicap with new,,,,,,,,,,
2021,4,radio,supplement,control,8/9/2021,2,H3,226011,F,1,1,1,NA,R,SC,,,,,,,,,,,
2021,4,radio,supplement,control,8/9/2021,2,B5,219778,M,NA,NA,NA,1,R,SC,,,,,,,,,,,
2021,4,radio,supplement,control,8/9/2021,2,B2,219749,M,NA,NA,NA,0,R,SC,,,,,,,,,,,
2021,4,radio,supplement,control,8/10/2021,3,G2,219858,F,0,0,0,NA,R,JV,,,,,,,,,,,
2021,4,radio,supplement,control,8/10/2021,3,F5,219782,M,NA,NA,NA,1,R,JV,,,,,,,,,,,
2021,4,radio,supplement,control,8/10/2021,3,G3,226011,not noted,not noted,not noted,not noted,not noted,R,KF,,,,,,,,,,,
2021,4,radio,supplement,control,8/10/2021,3,C5,219778,not noted,not noted,not noted,not noted,not noted,R,JV,,,,,,,,,,,
2021,4,radio,supplement,control,8/10/2021,3,E2,226045,M,NA,NA,NA,1,R,JV,,,,,,,,,,,
2021,4,radio,supplement,control,8/10/2021,3,A3,219788,F,0,0,0,NA,R,JV,,,,,,,,,,,
2021,4,radio,supplement,control,8/10/2021,3,B2,219749,not noted,not noted,not noted,not noted,not noted,R,JM,,,,,,,,,,,
2021,4,radio,supplement,control,8/10/2021,3,K2,219964,F,1,1,1,NA,R,JV,,,,,,,,,,,
2021,4,radio,supplement,control,8/10/2021,3,J4,219771,M,NA,NA,NA,0,R,JV,,,,,,,,,,,
2021,4,radio,supplement,control,8/10/2021,3,K1,219719,F,0,0,0,NA,R,JM,,,,,,,,,,,
2021,4,radio,supplement,control,8/10/2021,3,I1,219764,M,NA,NA,NA,0,R,JV,,,,,,,,,,,
2021,4,radio,supplement,control,8/10/2021,4,J1,219842,M,NA,NA,NA,0,R,SC,FE 0366-2 collected,,,,,,,,,,
2021,4,radio,supplement,control,8/10/2021,4,J4,219731,M,NA,NA,NA,0,R,SC,,,,,,,,,,,
2021,4,radio,supplement,control,8/10/2021,4,F1,219782,not noted,not noted,not noted,not noted,not noted,R,SC,,,,,,,,,,,
2021,4,radio,supplement,control,8/10/2021,4,C6,219715,M,NA,NA,NA,1,R,SC,,,,,,,,,,,
2021,4,radio,supplement,control,8/10/2021,4,C5,219778,not noted,not noted,not noted,not noted,not noted,R,BN,,,,,,,,,,,
2021,4,radio,supplement,control,8/10/2021,4,A4,219788,not noted,not noted,not noted,not noted,not noted,R,BN,multicap,,,,,,,,,,
2021,4,radio,supplement,control,8/10/2021,4,A4,219749,not noted,not noted,not noted,not noted,not noted,R,BN,multicap,,,,,,,,,,
2021,4,radio,supplement,control,8/10/2021,4,H1,219858,not noted,not noted,not noted,not noted,not noted,R,JM,,,,,,,,,,,
2021,4,radio,supplement,control,8/10/2021,4,H3,226011,not noted,not noted,not noted,not noted,not noted,R,JM,,,,,,,,,,,
2021,4,radio,supplement,control,8/10/2021,4,G2,219864,F,1,1,0,NA,R,SC,,,,,,,,,,,
2021,4,radio,supplement,control,8/10/2021,4,I2,219964,F,1,1,1,NA,R,SC,multicap,,,,,,,,,,
2021,4,radio,supplement,control,8/10/2021,4,I2,219764,M,NA,NA,NA,0,R,SC,multicap,,,,,,,,,,
2021,4,radio,supplement,control,8/10/2021,4,B5,219993,F,1,1,0,NA,R,JM,,,,,,,,,,,
2021,4,hevonen,control,control,8/9/2021,2,A1,226017,F,1,1,1,NA,R,JV,,,,,,,,,,,
2021,4,hevonen,control,control,8/10/2021,3,C6,219712,M,NA,NA,NA,0,R,JM,,,,,,,,,,,
2021,4,hevonen,control,control,8/10/2021,3,E2,219936,F,1,1,0,NA,R,SK,,,,,,,,,,,
2021,4,hevonen,control,control,8/10/2021,3,A2,226155,M,NA,NA,NA,0,R,SK,FE 0282-2 collected,,,,,,,,,,
2021,4,hevonen,control,control,8/10/2021,3,C2,219986,M,NA,NA,NA,1,R,JM,,,,,,,,,,,
2021,4,hevonen,control,control,8/10/2021,3,J3,219919,M,NA,NA,NA,1,R,JM,,,,,,,,,,,
2021,4,hevonen,control,control,8/10/2021,3,I3,226192,F,0,0,0,NA,R,JM,,,,,,,,,,,
2021,4,hevonen,control,control,8/10/2021,3,I6,219985,M,NA,NA,NA,0,R,JM,multicap with new; FR 0352 collected,,,,,,,,,,
2021,4,hevonen,control,control,8/10/2021,3,J2,219949,M,NA,NA,NA,1,R,SK,,,,,,,,,,,
2021,4,hevonen,control,control,8/10/2021,4,F3,219936,not noted,not noted,not noted,not noted,not noted,R,JM,,,,,,,,,,,
2021,4,hevonen,control,control,8/10/2021,4,J5,219911,F,0,0,0,NA,R,JV,,,,,,,,,,,
2021,4,hevonen,control,control,8/10/2021,4,J2,226106,M,NA,NA,NA,0,R,JV,multicap,,,,,,,,,,
2021,4,hevonen,control,control,8/10/2021,4,J2,226103,M,NA,NA,NA,0,R,JV,multicap,,,,,,,,,,
2021,4,hevonen,control,control,8/10/2021,4,G6,219712,not noted,not noted,not noted,not noted,not noted,R,JV,,,,,,,,,,,
2021,4,hevonen,control,control,8/10/2021,4,I3,219949,not noted,not noted,not noted,not noted,not noted,R,JV,,,,,,,,,,,
2021,4,hevonen,control,control,8/10/2021,4,I6,219985,not noted,not noted,not noted,not noted,not noted,R,JV,multicap,,,,,,,,,,
2021,4,hevonen,control,control,8/10/2021,4,I6,219991,M,NA,NA,NA,1,R,JV,multicap,,,,,,,,,,
2021,4,hevonen,control,control,8/10/2021,4,G1,226168,F,0,0,0,NA,R,JV,FE 0355-2 and FR 0355 collected; FR not fresh,,,,,,,,,,
2021,4,hevonen,control,control,8/10/2021,4,B2,219986,not noted,not noted,not noted,not noted,not noted,R,BN,,,,,,,,,,,
2021,4,hevonen,control,control,8/10/2021,4,A2,226155,not noted,not noted,not noted,not noted,not noted,R,BN,,,,,,,,,,,
2021,4,hevonen,control,control,8/10/2021,4,A1,226017,not noted,not noted,not noted,not noted,not noted,R,BN,,,,,,,,,,,
2021,4,hevonen,control,control,8/10/2021,4,B4,219978,M,NA,NA,NA,0,R,JV,,,,,,,,,,,
2021,4,hevonen,control,control,8/10/2021,4,C2,219995,M,NA,NA,NA,1,R,JM,,,,,,,,,,,
2021,4,kiirastuli,control,deworm,8/12/2021,2,E6,219873,not noted,not noted,not noted,not noted,not noted,R,JM,FE 0393-2 collected,,,,,,,,,,
2021,4,kiirastuli,control,deworm,8/13/2021,3,H3,219997,not noted,not noted,not noted,not noted,not noted,R,SC,,,,,,,,,,,
2021,4,talo,supplement,deworm,8/12/2021,2,C2,219892,F,1,1,1,NA,R,JV,FR 0411 collected,,,,,,,,,,
2021,4,talo,supplement,deworm,8/12/2021,2,B5,226031,not noted,not noted,not noted,not noted,not noted,R,BN,,,,,,,,,,,
2021,4,talo,supplement,deworm,8/13/2021,3,E5,226031,not noted,not noted,not noted,not noted,not noted,R,JM,,,,,,,,,,,
2021,4,talo,supplement,deworm,8/13/2021,3,J5,219857,not noted,not noted,not noted,not noted,not noted,R,JV,,,,,,,,,,,
2021,4,talo,supplement,deworm,8/13/2021,3,E4,219831,not noted,not noted,not noted,not noted,not noted,R,JM,,,,,,,,,,,
2021,4,talo,supplement,deworm,8/13/2021,3,D5,226000,not noted,not noted,not noted,not noted,not noted,R,JM,,,,,,,,,,,
2021,4,talo,supplement,deworm,8/13/2021,3,C1,219889,not noted,not noted,not noted,not noted,not noted,R,SK,,,,,,,,,,,
2021,4,talo,supplement,deworm,8/13/2021,3,I3,219827,not noted,not noted,not noted,not noted,not noted,R,JM,FE 0405 and FR 0405 collected; FR not fresh,,,,,,,,,,
2021,4,talo,supplement,deworm,8/13/2021,4,G4,219901,not noted,not noted,not noted,not noted,not noted,R,JM,,,,,,,,,,,
2021,4,talo,supplement,deworm,8/13/2021,4,A4,226179,not noted,not noted,not noted,not noted,not noted,R,JV,,,,,,,,,,,
2021,4,talo,supplement,deworm,8/13/2021,4,K3,226100,not noted,not noted,not noted,not noted,not noted,R,SC,,,,,,,,,,,
2021,4,talo,supplement,deworm,8/13/2021,4,E5,226031,not noted,not noted,not noted,not noted,not noted,R,JM,,,,,,,,,,,
2021,4,talo,supplement,deworm,8/13/2021,4,F3,226000,not noted,not noted,not noted,not noted,not noted,R,JM,,,,,,,,,,,
2021,4,talo,supplement,deworm,8/13/2021,4,D1,219889,not noted,not noted,not noted,not noted,not noted,R,JM,,,,,,,,,,,
2021,4,talo,supplement,deworm,8/13/2021,4,G4,219856,not noted,not noted,not noted,not noted,not noted,R,BN,,,,,,,,,,,
2021,4,talo,supplement,deworm,8/13/2021,4,G1,219838,not noted,not noted,not noted,not noted,not noted,R,BN,,,,,,,,,,,
2021,4,talo,supplement,deworm,8/13/2021,4,I3,219827,not noted,not noted,not noted,not noted,not noted,R,BN,,,,,,,,,,,
2021,4,asema,control,control,8/12/2021,2,H4,219825,not noted,not noted,not noted,not noted,not noted,R,JV,,,,,,,,,,,
2021,4,asema,control,control,8/12/2021,2,K3,219890,not noted,not noted,not noted,not noted,not noted,R,SK,,,,,,,,,,,
2021,4,asema,control,control,8/12/2021,2,K4,226023,not noted,not noted,not noted,not noted,not noted,R,SK,,,,,,,,,,,
2021,4,asema,control,control,8/12/2021,2,F2,219802,not noted,not noted,not noted,not noted,not noted,R,SC,,,,,,,,,,,
2021,4,asema,control,control,8/12/2021,2,A2,219868,not noted,not noted,not noted,not noted,not noted,R,BN,,,,,,,,,,,
2021,4,asema,control,control,8/13/2021,3,I4,226023,not noted,not noted,not noted,not noted,not noted,R,SC,,,,,,,,,,,
2021,4,asema,control,control,8/13/2021,3,K4,219890,not noted,not noted,not noted,not noted,not noted,R,JM,,,,,,,,,,,
2021,4,asema,control,control,8/13/2021,3,K2,226056,not noted,not noted,not noted,not noted,not noted,R,JM,FR 0420 collected,,,,,,,,,,
2021,4,asema,control,control,8/13/2021,3,C2,219859,not noted,not noted,not noted,not noted,not noted,R,SK,,,,,,,,,,,
2021,4,asema,control,control,8/13/2021,3,E5,219809,not noted,not noted,not noted,not noted,not noted,R,BN,,,,,,,,,,,
2021,4,asema,control,control,8/13/2021,3,F2,219802,not noted,not noted,not noted,not noted,not noted,R,JM,FE 0421-2 collected; fresh FR 0421 collected with urine,,,,,,,,,,
2021,4,asema,control,control,8/13/2021,3,A2,219868,not noted,not noted,not noted,not noted,not noted,R,JM,FE 0413-2 collected,,,,,,,,,,
2021,4,asema,control,control,8/13/2021,4,K6,226169,not noted,not noted,not noted,not noted,not noted,R,SC,,,,,,,,,,,
2021,4,asema,control,control,8/13/2021,4,J2,219890,not noted,not noted,not noted,not noted,not noted,R,SC,,,,,,,,,,,
2021,4,asema,control,control,8/13/2021,4,H4,219825,not noted,not noted,not noted,not noted,not noted,R,JM,,,,,,,,,,,
2021,4,asema,control,control,8/13/2021,4,E1,226001,not noted,not noted,not noted,not noted,not noted,R,JM,,,,,,,,,,,
2021,4,asema,control,control,8/13/2021,4,A2,219868,not noted,not noted,not noted,not noted,not noted,R,JV,,,,,,,,,,,
2021,4,mustikka,control,deworm,8/16/2021,2,H5,226199,not noted,not noted,not noted,not noted,not noted,R,SK,,,,,,,,,,,
2021,4,mustikka,control,deworm,8/16/2021,2,E2,219926,not noted,not noted,not noted,not noted,not noted,R,JV,FE 0460-2 collected,,,,,,,,,,
2021,4,mustikka,control,deworm,8/16/2021,2,G1,226194,not noted,not noted,not noted,not noted,not noted,R,JV,FR 0463 collected,,,,,,,,,,
2021,4,mustikka,control,deworm,8/17/2021,3,C5,226007,not noted,not noted,not noted,not noted,not noted,R,SK,FR 0458 collected,,,,,,,,,,
2021,4,mustikka,control,deworm,8/17/2021,3,G2,219745,not noted,not noted,not noted,not noted,not noted,R,SK,FR 0480 collected,,,,,,,,,,
2021,4,mustikka,control,deworm,8/17/2021,3,I5,219834,not noted,not noted,not noted,not noted,not noted,R,JV,,,,,,,,,,,
2021,4,mustikka,control,deworm,8/17/2021,3,F1,226193,not noted,not noted,not noted,not noted,not noted,R,JM,,,,,,,,,,,
2021,4,mustikka,control,deworm,8/17/2021,3,J1,226194,not noted,not noted,not noted,not noted,not noted,R,SK,,,,,,,,,,,
2021,4,mustikka,control,deworm,8/17/2021,3,C4,219926,not noted,not noted,not noted,not noted,not noted,R,SC,,,,,,,,,,,
2021,4,mustikka,control,deworm,8/17/2021,4,I2,226194,not noted,not noted,not noted,not noted,not noted,R,JV,,,,,,,,,,,
2021,4,mustikka,control,deworm,8/17/2021,4,H2,219745,not noted,not noted,not noted,not noted,not noted,R,JM,,,,,,,,,,,
2021,4,mustikka,control,deworm,8/17/2021,4,B2,219957,not noted,not noted,not noted,not noted,not noted,R,SK,,,,,,,,,,,
2021,4,mustikka,control,deworm,8/17/2021,4,F1,226193,not noted,not noted,not noted,not noted,not noted,R,SC,,,,,,,,,,,
2021,4,mustikka,control,deworm,8/17/2021,4,E4,219926,not noted,not noted,not noted,not noted,not noted,R,SC,,,,,,,,,,,
2021,4,kuoppa,supplement,control,8/16/2021,2,F2,226189,not noted,not noted,not noted,not noted,not noted,R,JV,,,,,,,,,,,
2021,4,kuoppa,supplement,control,8/17/2021,3,D3,226197,not noted,not noted,not noted,not noted,not noted,R,BN,,,,,,,,,,,
2021,4,ketunpesa,control,deworm,8/16/2021,2,B3,219912,not noted,not noted,not noted,not noted,not noted,R,BN,,,,,,,,,,,
2021,4,ketunpesa,control,deworm,8/16/2021,2,F2,226020,not noted,not noted,not noted,not noted,not noted,R,JV,,,,,,,,,,,
2021,4,ketunpesa,control,deworm,8/16/2021,2,I5,226093,not noted,not noted,not noted,not noted,not noted,R,SK,,,,,,,,,,,
2021,4,ketunpesa,control,deworm,8/17/2021,3,J3,219800,not noted,not noted,not noted,not noted,not noted,R,SK,FR 0483 collected,,,,,,,,,,
2021,4,ketunpesa,control,deworm,8/17/2021,3,B3,219912,not noted,not noted,not noted,not noted,not noted,R,SC,,,,,,,,,,,
2021,4,ketunpesa,control,deworm,8/17/2021,3,F3,226020,not noted,not noted,not noted,not noted,not noted,R,JM,,,,,,,,,,,
2021,4,ketunpesa,control,deworm,8/17/2021,3,E3,226186,not noted,not noted,not noted,not noted,not noted,R,JM,FE 0473-2 collected,,,,,,,,,,
2021,4,ketunpesa,control,deworm,8/17/2021,3,H2,226092,not noted,not noted,not noted,not noted,not noted,R,JV,,,,,,,,,,,
2021,4,ketunpesa,control,deworm,8/17/2021,3,H5,226093,not noted,not noted,not noted,not noted,not noted,R,JV,,,,,,,,,,,
2021,4,ketunpesa,control,deworm,8/17/2021,4,J4,219800,not noted,not noted,not noted,not noted,not noted,R,BN,,,,,,,,,,,
2021,4,ketunpesa,control,deworm,8/17/2021,4,J2,219906,not noted,not noted,not noted,not noted,not noted,R,BN,multicap with vole; FR 0471 collected,,,,,,,,,,
2021,4,ketunpesa,control,deworm,8/17/2021,4,J2,226092,not noted,not noted,not noted,not noted,not noted,R,BN,multicap with vole,,,,,,,,,,
2021,4,ketunpesa,control,deworm,8/17/2021,4,H1,219999,not noted,not noted,not noted,not noted,not noted,R,JM,,,,,,,,,,,
2021,4,ketunpesa,control,deworm,8/17/2021,4,C3,226186,not noted,not noted,not noted,not noted,not noted,R,SK,,,,,,,,,,,
2021,4,ketunpesa,control,deworm,8/17/2021,4,B3,219912,not noted,not noted,not noted,not noted,not noted,R,SK,,,,,,,,,,,
2021,4,helmipollo,control,control,8/20/2021,3,A4,219956,not noted,not noted,not noted,not noted,not noted,R,BN,multicap with vole,,,,,,,,,,
2021,4,helmipollo,control,control,8/20/2021,3,A4,226041,not noted,not noted,not noted,not noted,not noted,R,BN,multicap with vole,,,,,,,,,,
2021,4,helmipollo,control,control,8/20/2021,3,B1,219737,not noted,not noted,not noted,not noted,not noted,R,BN,,,,,,,,,,,
2021,4,helmipollo,control,control,8/20/2021,3,D1,219899,not noted,not noted,not noted,not noted,not noted,R,SC,multicap with vole,,,,,,,,,,
2021,4,helmipollo,control,control,8/20/2021,3,D1,219933,not noted,not noted,not noted,not noted,not noted,R,SC,multicap with vole,,,,,,,,,,
2021,4,helmipollo,control,control,8/20/2021,3,G6,226099,not noted,not noted,not noted,not noted,not noted,R,SK,,,,,,,,,,,
2021,4,helmipollo,control,control,8/20/2021,3,G2,226080,not noted,not noted,not noted,not noted,not noted,R,SK,,,,,,,,,,,
2021,4,helmipollo,control,control,8/20/2021,4,A6,226120,not noted,not noted,not noted,not noted,not noted,R,JV,,,,,,,,,,,
2021,4,helmipollo,control,control,8/20/2021,4,G1,226080,not noted,not noted,not noted,not noted,not noted,R,SC,,,,,,,,,,,
2021,4,helmipollo,control,control,8/20/2021,4,G6,226099,not noted,not noted,not noted,not noted,not noted,R,SC,,,,,,,,,,,
2021,4,helmipollo,control,control,8/20/2021,4,D4,226041,not noted,not noted,not noted,not noted,not noted,R,BN,,,,,,,,,,,
2021,4,helmipollo,control,control,8/20/2021,4,E2,219899,not noted,not noted,not noted,not noted,not noted,R,BN,,,,,,,,,,,
2021,4,vaarinkorpi,supplement,control,8/19/2021,2,E4,226141,not noted,not noted,not noted,not noted,not noted,R,SK,,,,,,,,,,,
2021,4,vaarinkorpi,supplement,control,8/20/2021,3,H2,219793,not noted,not noted,not noted,not noted,not noted,R,BN,,,,,,,,,,,
2021,4,vaarinkorpi,supplement,control,8/20/2021,3,F3,226087,not noted,not noted,not noted,not noted,not noted,R,SC,,,,,,,,,,,
2021,4,vaarinkorpi,supplement,control,8/20/2021,3,A5,226095,not noted,not noted,not noted,not noted,not noted,R,SK,,,,,,,,,,,
2021,4,vaarinkorpi,supplement,control,8/20/2021,3,A6,226139,not noted,not noted,not noted,not noted,not noted,R,SK,,,,,,,,,,,
2021,4,vaarinkorpi,supplement,control,8/20/2021,3,C1,219872,not noted,not noted,not noted,not noted,not noted,R,SK,,,,,,,,,,,
2021,4,vaarinkorpi,supplement,control,8/20/2021,3,A3,226090,not noted,not noted,not noted,not noted,not noted,R,SK,multicap with vole,,,,,,,,,,
2021,4,vaarinkorpi,supplement,control,8/20/2021,3,B1,219726,not noted,not noted,not noted,not noted,not noted,R,SK,,,,,,,,,,,
2021,4,vaarinkorpi,supplement,control,8/20/2021,3,A4,219989,not noted,not noted,not noted,not noted,not noted,R,SK,multicap with vole; FE and FR collected,,,,,,,,,,
2021,4,vaarinkorpi,supplement,control,8/20/2021,3,A4,219799,not noted,not noted,not noted,not noted,not noted,R,SK,multicap with vole,,,,,,,,,,
2021,4,vaarinkorpi,supplement,control,8/20/2021,4,E5,226141,not noted,not noted,not noted,not noted,not noted,R,BN,,,,,,,,,,,
2021,4,vaarinkorpi,supplement,control,8/20/2021,4,G2,226087,not noted,not noted,not noted,not noted,not noted,R,SC,,,,,,,,,,,
2021,4,vaarinkorpi,supplement,control,8/20/2021,4,A1,226139,not noted,not noted,not noted,not noted,not noted,R,JV,,,,,,,,,,,
2021,4,vaarinkorpi,supplement,control,8/20/2021,4,I2,219758,not noted,not noted,not noted,not noted,not noted,R,SC,FE 0539-2 and FR 0539 collected,,,,,,,,,,
2021,4,puro,supplement,deworm,8/20/2021,3,J5,219907,not noted,not noted,not noted,not noted,not noted,R,JV,,,,,,,,,,,
2021,4,puro,supplement,deworm,8/20/2021,3,F1,226105,not noted,not noted,not noted,not noted,not noted,R,SC,,,,,,,,,,,
2021,4,puro,supplement,deworm,8/20/2021,3,K3,219815,not noted,not noted,not noted,not noted,not noted,R,SK,FE 0522-2 collected,,,,,,,,,,
2021,4,puro,supplement,deworm,8/20/2021,4,K5,219907,not noted,not noted,not noted,not noted,not noted,R,SK,,,,,,,,,,,
2021,4,puro,supplement,deworm,8/20/2021,4,D1,226105,not noted,not noted,not noted,not noted,not noted,R,BN,,,,,,,,,,,
2021,5,asema,control,control,9/7/2021,2,C2,219868,not noted,not noted,not noted,not noted,not noted,R,SK,,,,,,,,,,,
2021,5,asema,control,control,9/8/2021,3,E1,226056,not noted,not noted,not noted,not noted,not noted,R,SK,,,,,,,,,,,
2021,5,asema,control,control,9/8/2021,3,B5,226797,not noted,not noted,not noted,not noted,not noted,R,BN,,,,,,,,,,,
2021,5,asema,control,control,9/8/2021,3,C3,219868,not noted,not noted,not noted,not noted,not noted,R,BN,,,,,,,,,,,
2021,5,asema,control,control,9/8/2021,3,G4,219659,not noted,not noted,not noted,not noted,not noted,R,JV,,,,,,,,,,,
2021,5,asema,control,control,9/8/2021,4,K3,226792,not noted,not noted,not noted,not noted,not noted,R,JV,,,,,,,,,,,
2021,5,asema,control,control,9/8/2021,4,C4,226729,not noted,not noted,not noted,not noted,not noted,R,SC,,,,,,,,,,,
2021,5,asema,control,control,9/8/2021,4,C4,226775,not noted,not noted,not noted,not noted,not noted,R,SC,,,,,,,,,,,
2021,5,asema,control,control,9/8/2021,4,C3,219868,not noted,not noted,not noted,not noted,not noted,R,SC,,,,,,,,,,,
2021,5,hevonen,control,control,9/7/2021,2,H4,219614,not noted,not noted,not noted,not noted,not noted,R,SC,,,,,,,,,,,
2021,5,hevonen,control,control,9/7/2021,2,C2,219824,not noted,not noted,not noted,not noted,not noted,R,SK,,,,,,,,,,,
2021,5,hevonen,control,control,9/7/2021,2,K3,219795,not noted,not noted,not noted,not noted,not noted,R,BN,,,,,,,,,,,
2021,5,hevonen,control,control,9/7/2021,2,D1,219756,not noted,not noted,not noted,not noted,not noted,R,JV,mutlicap w/ vole,,,,,,,,,,
2021,5,hevonen,control,control,9/8/2021,3,G4,219614,not noted,not noted,not noted,not noted,not noted,R,JV,,,,,,,,,,,
2021,5,hevonen,control,control,9/8/2021,3,E6,219840,not noted,not noted,not noted,not noted,not noted,R,SK,,,,,,,,,,,
2021,5,hevonen,control,control,9/8/2021,3,C5,219852,not noted,not noted,not noted,not noted,not noted,R,,fresh FR collected 5-3,,,,,,,,,,
2021,5,hevonen,control,control,9/8/2021,3,A1,219638,not noted,not noted,not noted,not noted,not noted,R,BN,multi w/ 2 voles,,,,,,,,,,
2021,5,hevonen,control,control,9/8/2021,3,A1,219756,not noted,not noted,not noted,not noted,not noted,R,BN,multi w/ 2 voles,,,,,,,,,,
2021,5,hevonen,control,control,9/8/2021,3,C2,219824,not noted,not noted,not noted,not noted,not noted,R,BN,,,,,,,,,,,
2021,5,hevonen,control,control,9/8/2021,3,B2,226155,not noted,not noted,not noted,not noted,not noted,R,SK,more FE collected 5-3,,,,,,,,,,
2021,5,hevonen,control,control,9/8/2021,3,G6,219865,not noted,not noted,not noted,not noted,not noted,R,JV,multi w/ shrew,,,,,,,,,,
2021,5,hevonen,control,control,9/8/2021,3,J1,226103,not noted,not noted,not noted,not noted,not noted,R,SC,,,,,,,,,,,
2021,5,hevonen,control,control,9/8/2021,3,I3,226106,not noted,not noted,not noted,not noted,not noted,R,SC,,,,,,,,,,,
2021,5,hevonen,control,control,9/8/2021,3,K4,219795,not noted,not noted,not noted,not noted,not noted,R,SC,,,,,,,,,,,
2021,5,hevonen,control,control,9/8/2021,3,H3,226727,not noted,not noted,not noted,not noted,not noted,R,SK,fresh FR collected 5-3,,,,,,,,,,
2021,5,hevonen,control,control,9/8/2021,3,F5,219620,not noted,not noted,not noted,not noted,not noted,R,JV,FE+FR0670 collected,,,,,,,,,,
2021,5,hevonen,control,control,9/8/2021,3,F4,219844,not noted,not noted,not noted,not noted,not noted,R,SC,FE0671-2 collected 5-3,,,,,,,,,,
2021,5,hevonen,control,control,9/8/2021,4,K2,226106,not noted,not noted,not noted,not noted,not noted,R,JV,,,,,,,,,,,
2021,5,hevonen,control,control,9/8/2021,4,J5,226147,not noted,not noted,not noted,not noted,not noted,R,JV,,,,,,,,,,,
2021,5,hevonen,control,control,9/8/2021,4,J3,219795,not noted,not noted,not noted,not noted,not noted,R,JV,,,,,,,,,,,
2021,5,hevonen,control,control,9/8/2021,4,G5,219840,not noted,not noted,not noted,not noted,not noted,R,SK,,,,,,,,,,,
2021,5,hevonen,control,control,9/8/2021,4,I3,226103,not noted,not noted,not noted,not noted,not noted,R,SK,,,,,,,,,,,
2021,5,hevonen,control,control,9/8/2021,4,H4,219614,not noted,not noted,not noted,not noted,not noted,R,SK,,,,,,,,,,,
2021,5,hevonen,control,control,9/8/2021,4,H3,226727,not noted,not noted,not noted,not noted,not noted,R,SK,,,,,,,,,,,
2021,5,hevonen,control,control,9/8/2021,4,B5,219844,not noted,not noted,not noted,not noted,not noted,R,SC,,,,,,,,,,,
2021,5,hevonen,control,control,9/8/2021,4,A4,219645,not noted,not noted,not noted,not noted,not noted,R,SC,,,,,,,,,,,
2021,5,hevonen,control,control,9/8/2021,4,A1,219824,not noted,not noted,not noted,not noted,not noted,R,SC,,,,,,,,,,,
2021,5,hevonen,control,control,9/8/2021,4,B2,226155,not noted,not noted,not noted,not noted,not noted,R,SC,,,,,,,,,,,
2021,5,hevonen,control,control,9/8/2021,4,F4,219712,not noted,not noted,not noted,not noted,not noted,R,BN,,,,,,,,,,,
2021,5,radio,supplement,control,9/4/2021,2,H1,219843,F,1,0,0,NA,R,JV,"FR not fresh, FE collected",,,,,,,,,,
